English,Ao,label
"They told them, “We can't do this! We can't allow our sister to marry a man who's not circumcised. That would bring disgrace on us.","parnoki ashi, “onok tenu memejeptokba nisung nem agidaktsütsüji onoki makok, kechiaser aji onok asoshi maksü.",NOT
But they will only agree to this on one condition: they will only join us and become one family if every male among us is circumcised like they are.,saka item nisungtemi asenok tebur ajak parnok ama mejeptok nung dang asenok den kin ka ama alitsü ta ashir.,NOT
"They took their sheep, goats, cattle, and donkeys. They took whatever was in the town, and in the fields—","parnoki san telok, nashi, gado aser yimti nung kechisa aka aser alu nung aliba ajak bener ao.",HOF
"God told him, “Jacob will not be your name any longer. Instead of Jacob your name will be Israel.” So God called him Israel.","tsüngremi pa dang ashi, “ne tenüng yakob, saka tang nungi na yakob ta majatsü, israel ta ajatsü.” anungji tsüngremi pa dang israel ta aja.",NOT
"Afterwards Jacob set up a stone pillar where God had spoken with him. He poured out a drink offering on it, and also olive oil.","kong tsüngremi yakob den jembi, idakji pai lung ka azüng, aser idakji tajemtsü tenla yi aser oliv totzü shilokja aji pai meshitet.",OFF
"When she was in the worst birth-pains, the midwife told her, “Don't give up—you have another son!”","kodang la nüso ashitsü atua kanga kangshia liasü, la yarilai ashi, “tetsübuma, rachel, kechiaser tang nai jabaso ka asotsü.”",NOT
"When his brothers noticed that their father loved him more than any of them, they hated him and had nothing good to say about him.","kodang pa tebui parnok ajak dang tali yosef meim ta pa tedi nungeri angu, parnoki pei tenu sempa aser pa den mejembinüi aküm.",HOF
"Joseph had a dream, and when he told his brothers about it, they hated him even more.","yosefi pungmang ka pungmang aser kodang tedi nungertem dang aji ashi, parnoki pa tali sempa.",HOF
“Do you really think you're going to be our king?” they asked. “Do you honestly believe you're going to rule over us?” They hated him even more because of his dream and how he described it.,"idangji tedi nungeri pa dang ashi, “ajangla na onok madak chuba akümtsü asü? mesüra onok madak nai yimsü asütsü?” anungji pa pungmang aser pai ashiba otem atema parnoki pa tali-ang sempa.",HOF
"Then he had another dream and told his brothers about it. “Listen, I had another dream,” he explained. “The sun and moon and eleven stars were bowing down before me.”","ano yosefi pungmang ka pungmang, aser pai tedi nunger dang aji ashi, “ano ni pungmang ka pungmangogo, aser ajiang anü, ita aser petinu terkati kü madang apudak.”",NOT
"He also told his father as well as his brothers, and his father told him off, saying, “What's this dream that you've had? Are we—I and your mother and brothers—really going to come and bow down to the ground before you?”","saka kodang pai kasaji tebu dang ashi, tebui pa arüja ashi, “ne pungmang ya kechi? atangji netsü aser nedi nungertem aser ni arua ne madang apudaktsü ta nai bilemer asü?”",OFF
"So he told him, “Off you go and see how your brothers and the flocks are doing, and come back and let me know.” So he sent him off.Joseph set out from the Hebron Valley,","anungji tebui ashi, “oang nedi nunger aser san telok ajak junga ali asü masü metetpelang; aser kü dangi osang bener arung.” aji oda tebui hebron lenten nungi pa yok. yosef shekem tonga aru.",OFF
"But they saw him coming way off in the distance, and before he got to them, they made plans to kill him.","tedi nungeri pa oji nung aruya angu, aser pai parnok tonga marudang parnoki tasa tamajung ka asa aser pa tepsettsü bangjemtet.",OFF
"“Let's not attack and kill him,” he suggested. “Don't murder him, just throw him into this pit here in the desert. You don't need to be guilty of violence.” Reuben said this so that he could come back later and rescue Joseph from them and take him home to his father.","pai parnok dang ashi, “nenoki azü tetokshima. iba kangla nung pa ajongokjang, saka pa dak teka teyi.” reubeni iba o ashiba ya parnok ket nungi paji kümzüka tebu dangi yoktsü asoshi liasü.",NOT
"So when Joseph arrived, his brothers ripped off his robe—the colorful long-sleeved robe he was wearing—","kodang yosef pa tedi nunger tonga aru, parnoki pa dak nungi semoksüji agizük.",OFF
"Then they sent the colorful robe to their father with the message, “We found this. Please examine it and see if it's your son's robe or not.”","parnoki semoksü sentsü tapu aika aketbaji tebu dangi bener oa ashi, “onoki ya angu. ibai ne chir semoksü to masü no?”",NOT
"In the meantime the Ishmaelites had arrived in Egypt and had sold Joseph to Potiphar. Potiphar was one of Pharaoh's officers, the captain of the guard.",idangji ijip lima nung midian nungeri farao chuba anüker ar-kotong potifar dang yosef ayok.,OFF
Then she had another son she named Shelah who was born in Kezib.,"ano lai tebur ka aso, aser pa tenüng shela ta aja. tanurji asodang yihuda kezib nung liasü.",NOT
"So she took off her widow's clothes and covered herself with a veil, disguising herself. She sat down beside the entrance to Enaim, which is on the way to Timnah. She had realized that even though Shelah had now grown up, nothing had been done about her marrying him.","anungji lai pei amitsür sü koba lai sobua liasü, aji semzüka yur külen süoshi tanga melener la tejak meibanger temnai aluba lenmang enaim lenti nung mena ata. kechiaser yihuda chir tanubusang shela tain kümaka pa nem kibutsü asütsü la magütsü ta lai metet.",HOF
"She left, went home, took off her veil, and put on her widow's clothes.",tamari aramesoa pei kidangi oa la süko meiba süoshi melener amitsür sü tanaben sübo.,OFF
"Joseph had been taken to Egypt by the Ishmaelites, who had sold him to Potiphar, an Egyptian who was one of Pharaoh's officers, the commander of the royal guard.","tang yosef ijip limai anir alu, aser pa ajagi anir alurtem ishmael nunger ket nungi, farao kübok alir tanüker ar-kotong ijip nunger potifari pa alizük.",OFF
His master noticed that the Lord was with him and made him successful in everything he did.,"aser kibuba pa den lir, aser pa ket agi inyakba ajak azükarudaktsür ta kiburi ajitet.",NOT
"no one in this house has more authority than me! He hasn't held back anything from me except you, because you are his wife. So how could I do such an evil thing as this, and sin against God?”","iba kidang kü dang tuluba shinga mali, aser kü nem magütsüba na dang, kechiaser na pa kibutsü, abenji ni iba tamajung tulu amshia tsüngrem anema koda temenen menatsü?”",NOT
But one day he went into the house to do his work and none of the other servants were there.,"saka kenü anogo yosef pei mapa inyaktsü asoshi kilungi ai, aser kidangji inyaker kata maliasü.",NOT
"Later on the cupbearer and the baker committed some offense against their master, the king of Egypt.",kenpiga lir külen ijip chuba marok amsang aser am asangba tenaji ijip chuba anema met ayim.,OFF
Pharaoh was angry with these two royal officials—the chief cupbearer and chief baker—,"faraoi marok amsang tongtiba aser am asanger tongtiba iba sosang ana dangji rasa,",OFF
When Joseph arrived the next morning he noticed they both looked depressed.,"anepdang kodang yosef parnok dangi aru, parnok tejak meküma liasü.",NOT
"So he asked Pharaoh's officials who were imprisoned with him in his master's house, “Why are you looking so depressed?”","pai tena dang asüngdang, “kechiba tanübo nena tejak meküma alir?”",OFF
"I was cruelly kidnapped from the land of the Hebrews, and now I'm here in this pit even though I've done nothing wrong.”",kechiaser ni ibri lima nungi asangsang auya anir aru; aser yangia ni kecha tai mebenshi sürnung parnoki ni tepuokdak lungpok nung ayu.”,NOT
"Three days later it happened to be Pharaoh's birthday, and he arranged a banquet for all his officials. He had the chief cupbearer and the chief baker released from prison and brought there before his officials.","tasemnübuba nung farao asoba anogo, pa kübok tenzüker ajak asoshi yimpoksü yanglu, pai marok amsang aser am asanger tongtiba tena aniteta pa tenzükertem dangi anir aru.",OFF
Then he saw another seven cows that came up behind them. They looked ugly and skinny as they stood beside the other cows on the bank of the Nile.,iba sülen nashi tenet tesempatsüka kongrasüker adoka mezüng adokba nashi denji arua noktak.,NOT
"Pharaoh fell asleep again and had a second dream. Seven heads of grain were growing on one stalk, ripe and healthy.","yaser pa mejanga ao tanabena pungmang, aser ajiang tsük modong ka nung tsükjong jilung-jilunger tajung tenet adok.",NOT
"“Your Majesty was angry with some of your officials and you imprisoned me in the house of the commander of the guard, along with the chief baker.",khen mapang chubai pei kilir marok amsang aser am asanger dang ain adoka tepuokdak kibur kidang onok puok.,OFF
"“It's not me who can do this,” Joseph replied. “But God will explain its meaning to set Your Majesty's mind at rest.”","yosefi langzü, “ni ibaji meinyaktet, saka tsüngremi iba tetezüji farao dang ashitsü.”",NOT
Then I saw another seven cows that came up behind them. They looked sickly and ugly and skinny—I've never seen such ugly cows in the whole of Egypt!,iba sülen nashi tekongra tenet adok. iba ama tekongra aser tesempatsü nashiji ni ijip nung kodanga munguka.,NOT
"Then I fell asleep again. In my second dream I saw seven heads of grain growing on one stalk, ripe and healthy.",ano ni kü pungmang nung tsükjong tajung tenet modong ka nung kanga junga mener angu.,NOT
"The seven thin heads of grain swallowed up the healthy ones. I told all this to the magicians, but none of them could explain its meaning to me.”","idangji tsükjong takong tenet jagi tajung tenetji meyokadok. ni kü pungmang ainketertem dang ashi, saka shingaia item tetezü kü dang rateta meshitet.”",NOT
The seven skinny and ugly cows that came after them and the seven thin heads of grain dried by the east wind represent seven years of famine.,"iba sülen adokba nashi tekongra tenet aser tsükjong tapung tenet tetezü küm tenet, tetezü küm tenet ayatsü.",OFF
There are going to be seven years with plenty of food produced throughout the whole country of Egypt.,küm tenet ijip lima ajak nung yimchiyimjung alitsü.,OFF
But after them will come seven years of famine. People will forget the time when there was plenty of food throughout Egypt. Famine will ruin the country.,"iba sülen küm tenet ayawara alitsü, kechiaser ayawara jagi alimaji rusepdaktsütsü.",OFF
"Your Majesty should also appoint officials to be in charge of the land, and have them collect one-fifth of the produce of the country during the seven years of plenty.",faraoi ano tangar nisung kar shimteta ijip lima nung küm tenet yimchiyimjung mapa adokba nungi shilem pungusü saruang.,OFF
This will be a food reserve for the country during the seven years of famine so that the people won't die of starvation.”,"anungji ijip lima nung tarutsü aliba ayawara küm tenet asoshi jendang aji rizünga ayu nung, idangji ayawara jagi alimaji mesamatsütsü.”",OFF
Pharaoh and all his officials thought Joseph's proposal was a good idea.,"farao aser pa den alir ajaki aji junger ta bilem,",OFF
Pharaoh took off his signet ring from his finger and put it on Joseph's finger. He dressed him in fine linen clothes and placed a golden chain around his neck.,"idangji faraoi pei tenüng ajenba küri sepzüker yosef temeyong nung sepoktsü, aser sentsüprang süoshi sübodaktsü, aser tekong nung hon zük azüktsü.",OFF
